Correspondence between the short and original species names from:
	/home/z/BioNetGen-2.5.2/e5.net
s824	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P,p2~U!1,p3~U!2,p4~P!3,p5~P!4)
s825	: E(s!1).F(s!2).S(p1~P,p2~U!1,p3~P,p4~P,p5~P!2)
s826	: E(s!1).F(s!2).S(p1~P,p2~U!1,p3~P,p4~P!2,p5~P)
s827	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P,p2~U!1,p3~P!3,p4~U!2,p5~P!4)
s828	: E(s!1).F(s!2).S(p1~P,p2~U!1,p3~P!2,p4~P,p5~P)
s829	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P,p2~U!1,p3~P!3,p4~P!4,p5~U!2)
s830	: E(s!1).F(s!2).S(p1~P,p2~P,p3~U!1,p4~P,p5~P!2)
s831	: E(s!1).F(s!2).S(p1~P,p2~P,p3~U!1,p4~P!2,p5~P)
s832	: E(s!1).F(s!2).S(p1~P,p2~P,p3~P,p4~U!1,p5~P!2)
s833	: S(p1~P,p2~P,p3~P,p4~P,p5~P)
s834	: E(s!1).F(s!2).S(p1~P,p2~P,p3~P,p4~P!2,p5~U!1)
s835	: E(s!1).F(s!2).S(p1~P,p2~P,p3~P!2,p4~U!1,p5~P)
s836	: E(s!1).F(s!2).S(p1~P,p2~P,p3~P!2,p4~P,p5~U!1)
s837	: F(s!1).F(s!2).S(p1~P,p2~P,p3~P!1,p4~P!2,p5~U)
s838	: F(s!1).F(s!2).S(p1~P,p2~P,p3~P!1,p4~U,p5~P!2)
s839	: F(s!1).F(s!2).S(p1~P,p2~P,p3~U,p4~P!1,p5~P!2)
s840	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P,p2~P!3,p3~U!1,p4~U!2,p5~P!4)
s841	: E(s!1).F(s!2).S(p1~P,p2~P!2,p3~U!1,p4~P,p5~P)
s842	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P,p2~P!3,p3~U!1,p4~P!4,p5~U!2)
s843	: E(s!1).F(s!2).S(p1~P,p2~P!2,p3~P,p4~U!1,p5~P)
s844	: E(s!1).F(s!2).S(p1~P,p2~P!2,p3~P,p4~P,p5~U!1)
s845	: F(s!1).F(s!2).S(p1~P,p2~P!1,p3~P,p4~P!2,p5~U)
s846	: F(s!1).F(s!2).S(p1~P,p2~P!1,p3~P,p4~U,p5~P!2)
s847	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P,p2~P!3,p3~P!4,p4~U!1,p5~U!2)
s848	: F(s!1).F(s!2).S(p1~P,p2~P!1,p3~P!2,p4~P,p5~U)
s849	: F(s!1).F(s!2).S(p1~P,p2~P!1,p3~P!2,p4~U,p5~P)
s850	: F(s!1).F(s!2).S(p1~P,p2~P!1,p3~U,p4~P,p5~P!2)
s851	: F(s!1).F(s!2).S(p1~P,p2~P!1,p3~U,p4~P!2,p5~P)
s852	: F(s!1).F(s!2).S(p1~P,p2~U,p3~P,p4~P!1,p5~P!2)
s853	: F(s!1).F(s!2).S(p1~P,p2~U,p3~P!1,p4~P,p5~P!2)
s854	: F(s!1).F(s!2).S(p1~P,p2~U,p3~P!1,p4~P!2,p5~P)
s855	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~U!1,p3~U!2,p4~P,p5~P!4)
s856	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~U!1,p3~U!2,p4~P!4,p5~P)
s857	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~U!1,p3~P,p4~U!2,p5~P!4)
s858	: E(s!1).F(s!2).S(p1~P!2,p2~U!1,p3~P,p4~P,p5~P)
s859	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~U!1,p3~P,p4~P!4,p5~U!2)
s860	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~U!1,p3~P!4,p4~U!2,p5~P)
s861	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~U!1,p3~P!4,p4~P,p5~U!2)
s862	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~U!1,p3~P!3,p4~P!4,p5~U)
s863	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~U!1,p3~P!3,p4~U,p5~P!4)
s864	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~U!1,p3~U,p4~P!3,p5~P!4)
s865	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~P,p3~U!1,p4~U!2,p5~P!4)
s866	: E(s!1).F(s!2).S(p1~P!2,p2~P,p3~U!1,p4~P,p5~P)
s867	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~P,p3~U!1,p4~P!4,p5~U!2)
s868	: E(s!1).F(s!2).S(p1~P!2,p2~P,p3~P,p4~U!1,p5~P)
s869	: E(s!1).F(s!2).S(p1~P!2,p2~P,p3~P,p4~P,p5~U!1)
s870	: F(s!1).F(s!2).S(p1~P!1,p2~P,p3~P,p4~P!2,p5~U)
s871	: F(s!1).F(s!2).S(p1~P!1,p2~P,p3~P,p4~U,p5~P!2)
s872	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~P,p3~P!4,p4~U!1,p5~U!2)
s873	: F(s!1).F(s!2).S(p1~P!1,p2~P,p3~P!2,p4~P,p5~U)
s874	: F(s!1).F(s!2).S(p1~P!1,p2~P,p3~P!2,p4~U,p5~P)
s875	: F(s!1).F(s!2).S(p1~P!1,p2~P,p3~U,p4~P,p5~P!2)
s876	: F(s!1).F(s!2).S(p1~P!1,p2~P,p3~U,p4~P!2,p5~P)
s877	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~P!4,p3~U!1,p4~U!2,p5~P)
s878	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~P!4,p3~U!1,p4~P,p5~U!2)
s879	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~U!1,p4~P!4,p5~U)
s880	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~U!1,p4~U,p5~P!4)
s881	: E(s!1).E(s!2).F(s!3).F(s!4).S(p1~P!3,p2~P!4,p3~P,p4~U!1,p5~U!2)
s882	: F(s!1).F(s!2).S(p1~P!1,p2~P!2,p3~P,p4~P,p5~U)
s883	: F(s!1).F(s!2).S(p1~P!1,p2~P!2,p3~P,p4~U,p5~P)
s884	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~P!4,p4~U!1,p5~U)
s885	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~P!4,p4~U,p5~U!1)
s886	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~U,p4~U!1,p5~P!4)
s887	: F(s!1).F(s!2).S(p1~P!1,p2~P!2,p3~U,p4~P,p5~P)
s888	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~U,p4~P!4,p5~U!1)
s889	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~U,p3~U!1,p4~P!3,p5~P!4)
s890	: F(s!1).F(s!2).S(p1~P!1,p2~U,p3~P,p4~P,p5~P!2)
s891	: F(s!1).F(s!2).S(p1~P!1,p2~U,p3~P,p4~P!2,p5~P)
s892	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~U,p3~P!3,p4~U!1,p5~P!4)
s893	: F(s!1).F(s!2).S(p1~P!1,p2~U,p3~P!2,p4~P,p5~P)
s894	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~U,p3~P!3,p4~P!4,p5~U!1)
s895	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~U,p2~U!1,p3~P!2,p4~P!3,p5~P!4)
s896	: F(s!1).F(s!2).S(p1~U,p2~P,p3~P,p4~P!1,p5~P!2)
s897	: F(s!1).F(s!2).S(p1~U,p2~P,p3~P!1,p4~P,p5~P!2)
s898	: F(s!1).F(s!2).S(p1~U,p2~P,p3~P!1,p4~P!2,p5~P)
s899	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~U,p2~P!2,p3~U!1,p4~P!3,p5~P!4)
s900	: F(s!1).F(s!2).S(p1~U,p2~P!1,p3~P,p4~P,p5~P!2)
s901	: F(s!1).F(s!2).S(p1~U,p2~P!1,p3~P,p4~P!2,p5~P)
s902	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~U,p2~P!2,p3~P!3,p4~U!1,p5~P!4)
s903	: F(s!1).F(s!2).S(p1~U,p2~P!1,p3~P!2,p4~P,p5~P)
s904	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~U,p2~P!2,p3~P!3,p4~P!4,p5~U!1)
s905	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~U!1,p2~U!2,p3~P!3,p4~P!4,p5~P!5)
s906	: E(s!1).F(s!2).F(s!3).S(p1~U!1,p2~P,p3~P,p4~P!2,p5~P!3)
s907	: E(s!1).F(s!2).F(s!3).S(p1~U!1,p2~P,p3~P!2,p4~P,p5~P!3)
s908	: E(s!1).F(s!2).F(s!3).S(p1~U!1,p2~P,p3~P!2,p4~P!3,p5~P)
s909	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~U!1,p2~P!3,p3~U!2,p4~P!4,p5~P!5)
s910	: E(s!1).F(s!2).F(s!3).S(p1~U!1,p2~P!2,p3~P,p4~P,p5~P!3)
s911	: E(s!1).F(s!2).F(s!3).S(p1~U!1,p2~P!2,p3~P,p4~P!3,p5~P)
s912	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~U!1,p2~P!3,p3~P!4,p4~U!2,p5~P!5)
s913	: E(s!1).F(s!2).F(s!3).S(p1~U!1,p2~P!2,p3~P!3,p4~P,p5~P)
s914	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~U!1,p2~P!3,p3~P!4,p4~P!5,p5~U!2)
s915	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~U!1,p3~P,p4~P!2,p5~P!3)
s916	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~U!1,p3~P!2,p4~P,p5~P!3)
s917	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~U!1,p3~P!2,p4~P!3,p5~P)
s918	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~P,p3~U!1,p4~P!2,p5~P!3)
s919	: F(s!1).S(p1~P,p2~P,p3~P,p4~P,p5~P!1)
s920	: F(s!1).S(p1~P,p2~P,p3~P,p4~P!1,p5~P)
s921	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~P,p3~P!2,p4~U!1,p5~P!3)
s922	: F(s!1).S(p1~P,p2~P,p3~P!1,p4~P,p5~P)
s923	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~P,p3~P!2,p4~P!3,p5~U!1)
s924	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~P!2,p3~U!1,p4~P,p5~P!3)
s925	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~P!2,p3~U!1,p4~P!3,p5~P)
s926	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~P!2,p3~P,p4~U!1,p5~P!3)
s927	: F(s!1).S(p1~P,p2~P!1,p3~P,p4~P,p5~P)
s928	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~P!2,p3~P,p4~P!3,p5~U!1)
s929	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~P!2,p3~P!3,p4~U!1,p5~P)
s930	: E(s!1).F(s!2).F(s!3).S(p1~P,p2~P!2,p3~P!3,p4~P,p5~U!1)
s931	: F(s!1).F(s!2).F(s!3).S(p1~P,p2~P!1,p3~P!2,p4~P!3,p5~U)
s932	: F(s!1).F(s!2).F(s!3).S(p1~P,p2~P!1,p3~P!2,p4~U,p5~P!3)
s933	: F(s!1).F(s!2).F(s!3).S(p1~P,p2~P!1,p3~U,p4~P!2,p5~P!3)
s934	: F(s!1).F(s!2).F(s!3).S(p1~P,p2~U,p3~P!1,p4~P!2,p5~P!3)
s935	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!3,p2~U!1,p3~U!2,p4~P!4,p5~P!5)
s936	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~U!1,p3~P,p4~P,p5~P!3)
s937	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~U!1,p3~P,p4~P!3,p5~P)
s938	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!3,p2~U!1,p3~P!4,p4~U!2,p5~P!5)
s939	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~U!1,p3~P!3,p4~P,p5~P)
s940	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!3,p2~U!1,p3~P!4,p4~P!5,p5~U!2)
s941	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~P,p3~U!1,p4~P,p5~P!3)
s942	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~P,p3~U!1,p4~P!3,p5~P)
s943	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~P,p3~P,p4~U!1,p5~P!3)
s944	: F(s!1).S(p1~P!1,p2~P,p3~P,p4~P,p5~P)
s945	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~P,p3~P,p4~P!3,p5~U!1)
s946	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~P,p3~P!3,p4~U!1,p5~P)
s947	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~P,p3~P!3,p4~P,p5~U!1)
s948	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P,p3~P!2,p4~P!3,p5~U)
s949	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P,p3~P!2,p4~U,p5~P!3)
s950	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P,p3~U,p4~P!2,p5~P!3)
s951	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!3,p2~P!4,p3~U!1,p4~U!2,p5~P!5)
s952	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~P!3,p3~U!1,p4~P,p5~P)
s953	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!3,p2~P!4,p3~U!1,p4~P!5,p5~U!2)
s954	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~P!3,p3~P,p4~U!1,p5~P)
s955	: E(s!1).F(s!2).F(s!3).S(p1~P!2,p2~P!3,p3~P,p4~P,p5~U!1)
s956	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P!2,p3~P,p4~P!3,p5~U)
s957	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P!2,p3~P,p4~U,p5~P!3)
s958	: E(s!1).E(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!3,p2~P!4,p3~P!5,p4~U!1,p5~U!2)
s959	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P!2,p3~P!3,p4~P,p5~U)
s960	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P!2,p3~P!3,p4~U,p5~P)
s961	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P!2,p3~U,p4~P,p5~P!3)
s962	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P!2,p3~U,p4~P!3,p5~P)
s963	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~U,p3~P,p4~P!2,p5~P!3)
s964	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~U,p3~P!2,p4~P,p5~P!3)
s965	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~U,p3~P!2,p4~P!3,p5~P)
s966	: F(s!1).F(s!2).F(s!3).S(p1~U,p2~P,p3~P!1,p4~P!2,p5~P!3)
s967	: F(s!1).F(s!2).F(s!3).S(p1~U,p2~P!1,p3~P,p4~P!2,p5~P!3)
s968	: F(s!1).F(s!2).F(s!3).S(p1~U,p2~P!1,p3~P!2,p4~P,p5~P!3)
s969	: F(s!1).F(s!2).F(s!3).S(p1~U,p2~P!1,p3~P!2,p4~P!3,p5~P)
s970	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~U!1,p2~P,p3~P!2,p4~P!3,p5~P!4)
s971	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~U!1,p2~P!2,p3~P,p4~P!3,p5~P!4)
s972	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~U!1,p2~P!2,p3~P!3,p4~P,p5~P!4)
s973	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~U!1,p2~P!2,p3~P!3,p4~P!4,p5~P)
s974	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P,p2~U!1,p3~P!2,p4~P!3,p5~P!4)
s975	: F(s!1).F(s!2).S(p1~P,p2~P,p3~P,p4~P!1,p5~P!2)
s976	: F(s!1).F(s!2).S(p1~P,p2~P,p3~P!1,p4~P,p5~P!2)
s977	: F(s!1).F(s!2).S(p1~P,p2~P,p3~P!1,p4~P!2,p5~P)
s978	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P,p2~P!2,p3~U!1,p4~P!3,p5~P!4)
s979	: F(s!1).F(s!2).S(p1~P,p2~P!1,p3~P,p4~P,p5~P!2)
s980	: F(s!1).F(s!2).S(p1~P,p2~P!1,p3~P,p4~P!2,p5~P)
s981	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P,p2~P!2,p3~P!3,p4~U!1,p5~P!4)
s982	: F(s!1).F(s!2).S(p1~P,p2~P!1,p3~P!2,p4~P,p5~P)
s983	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P,p2~P!2,p3~P!3,p4~P!4,p5~U!1)
s984	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~U!1,p3~P,p4~P!3,p5~P!4)
s985	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~U!1,p3~P!3,p4~P,p5~P!4)
s986	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~U!1,p3~P!3,p4~P!4,p5~P)
s987	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P,p3~U!1,p4~P!3,p5~P!4)
s988	: F(s!1).F(s!2).S(p1~P!1,p2~P,p3~P,p4~P,p5~P!2)
s989	: F(s!1).F(s!2).S(p1~P!1,p2~P,p3~P,p4~P!2,p5~P)
s990	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P,p3~P!3,p4~U!1,p5~P!4)
s991	: F(s!1).F(s!2).S(p1~P!1,p2~P,p3~P!2,p4~P,p5~P)
s992	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P,p3~P!3,p4~P!4,p5~U!1)
s993	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~U!1,p4~P,p5~P!4)
s994	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~U!1,p4~P!4,p5~P)
s995	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~P,p4~U!1,p5~P!4)
s996	: F(s!1).F(s!2).S(p1~P!1,p2~P!2,p3~P,p4~P,p5~P)
s997	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~P,p4~P!4,p5~U!1)
s998	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~P!4,p4~U!1,p5~P)
s999	: E(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!2,p2~P!3,p3~P!4,p4~P,p5~U!1)
s1000	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!1,p2~P!2,p3~P!3,p4~P!4,p5~U)
s1001	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!1,p2~P!2,p3~P!3,p4~U,p5~P!4)
s1002	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!1,p2~P!2,p3~U,p4~P!3,p5~P!4)
s1003	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!1,p2~U,p3~P!2,p4~P!3,p5~P!4)
s1004	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~U,p2~P!1,p3~P!2,p4~P!3,p5~P!4)
s1005	: E(s!1).F(s!2).F(s!3).F(s!4).F(s!5).S(p1~U!1,p2~P!2,p3~P!3,p4~P!4,p5~P!5)
s1006	: F(s!1).F(s!2).F(s!3).S(p1~P,p2~P,p3~P!1,p4~P!2,p5~P!3)
s1007	: F(s!1).F(s!2).F(s!3).S(p1~P,p2~P!1,p3~P,p4~P!2,p5~P!3)
s1008	: F(s!1).F(s!2).F(s!3).S(p1~P,p2~P!1,p3~P!2,p4~P,p5~P!3)
s1009	: F(s!1).F(s!2).F(s!3).S(p1~P,p2~P!1,p3~P!2,p4~P!3,p5~P)
s1010	: E(s!1).F(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!2,p2~U!1,p3~P!3,p4~P!4,p5~P!5)
s1011	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P,p3~P,p4~P!2,p5~P!3)
s1012	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P,p3~P!2,p4~P,p5~P!3)
s1013	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P,p3~P!2,p4~P!3,p5~P)
s1014	: E(s!1).F(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!2,p2~P!3,p3~U!1,p4~P!4,p5~P!5)
s1015	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P!2,p3~P,p4~P,p5~P!3)
s1016	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P!2,p3~P,p4~P!3,p5~P)
s1017	: E(s!1).F(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!2,p2~P!3,p3~P!4,p4~U!1,p5~P!5)
s1018	: F(s!1).F(s!2).F(s!3).S(p1~P!1,p2~P!2,p3~P!3,p4~P,p5~P)
s1019	: E(s!1).F(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!2,p2~P!3,p3~P!4,p4~P!5,p5~U!1)
s1020	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~P,p2~P!1,p3~P!2,p4~P!3,p5~P!4)
s1021	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!1,p2~P,p3~P!2,p4~P!3,p5~P!4)
s1022	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!1,p2~P!2,p3~P,p4~P!3,p5~P!4)
s1023	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!1,p2~P!2,p3~P!3,p4~P,p5~P!4)
s1024	: F(s!1).F(s!2).F(s!3).F(s!4).S(p1~P!1,p2~P!2,p3~P!3,p4~P!4,p5~P)
s1025	: F(s!1).F(s!2).F(s!3).F(s!4).F(s!5).S(p1~P!1,p2~P!2,p3~P!3,p4~P!4,p5~P!5)
